111211121211212
11121112121121X
111211121211222
1112111212112XX
111211121212212
11121112121221X
1112111212122X2
1112111212122XX
111211121212X12
111211121221212
11121112122121X
111211121221222
11121112122122X
11121112122X2X2
1112111212X1212
1112111212X121X
1112111212X1222
1112111212X122X
1112111212X12X2
1112111212X12XX
1112111212X22X2
1112111212X22XX
1112111212XX2XX
1112111222212XX
11121112X211222
11121112X212212
11121112X22XXX2
11121112X2X1212
11121112X2X1222
111212121211222
1112121212112X2
1112121212112XX
111212121212212
1112121212122X2
111212121221212
11121212122121X
111212121221222
11121212122X21X
11121212122X2XX
1112121212X1222
1112121212X122X
111212122211212
111212122211222
1112121222112X2
111212122221212
11121X121211212
11121X1212112XX
11121X12121XX12
11121X12121XX22
11121X12122X21X
11121X12122X2XX
11121X1212X12XX
11121X12221XX12
11121X12221XX22
11121X12222X22X
11121X12X212212
11121X12X22122X
11121X12X2X122X
11121X12X2XX212
11122112121121X
111221121211222
11122112121122X
1112211212112X2
111221121212212
11122112121221X
111221121212222
11122112121222X
11122112121X212
111221121221212
111221121221222
11122112122122X
1112211212212X2
111221121221XX2
111221121222222
11122112122X222
1112211212X122X
1112211212X12X2
1112211212X1XXX
1112211212XX212
1112211212XX21X
111221122211222
111221122211X12
11122112221221X
11122112222122X
1112211222XX222
1112211222XX22X
11122112X211212
11122112X21121X
11122112X211222
11122112X212212
11122112X221212
11122112X22121X
11122112X22122X
11122112X22221X
11122112X222222
11122112X22222X
11122112X22X222
111222121211222
1112221212112X2
111222121211X12
111222121211X1X
111222121211XX2
111222121212212
111222121212222
11122212121222X
1112221212122X2
11122212121X21X
11122212121X222
11122212121X2X2
11122212121XX12
11122212121XXX2
111222121221222
111222121222212
111222121222222
111222121222X12
111222121222XX2
11122212122X222
1112221212X1212
1112221212X121X
1112221212X12X2
1112221212XX2X2
111222122211212
11122212221121X
111222122211222
11122212221221X
111222122212222
11122212221222X
11122212221X212
111222122221212
111222122221222
111222122222222
11122212X21121X
11122212X211222
11122212X212222
11122212X21222X
11122212X212X12
11122212X21X212
11122212X21X21X
11122212X21X222
11122212X21X22X
11122212X221212
11122212X22121X
11122212X221222
11122212X22122X
11122212X22221X
11122212X222222
11122212X22222X
11122212X2X121X
11122212X2X1222
11122212X2XX21X
11122X121211212
11122X121211222
11122X121211X12
11122X121211XX2
11122X1212122X2
11122X12121X212
11122X12121X21X
11122X12121X22X
11122X12121X2X2
11122X12121X2XX
11122X12121XX12
11122X12121XX22
11122X12121XXX2
11122X121221212
11122X12122X222
11122X12122X22X
11122X1212X12X2
11122X1212X1X1X
11122X1212XX2X2
11122X12221X222
11122X12221XX12
11122X12221XX22
11122X1222XX212
11122X12X2112X2
11122X12X212212
11122X12X2122X2
11122X12X21X212
11122X12X21X21X
11122X12X21X22X
11122X12X221212
11122X12X2212X2
11122X12X22X222
1112X112121121X
1112X1121211222
1112X11212112X2
1112X1121212212
1112X112121222X
1112X11212122X2
1112X11212122XX
1112X112121X212
1112X112121X21X
1112X1121221212
1112X1121221222
1112X11212212X2
1112X112122221X
1112X1121222222
1112X112122X21X
1112X11212X1212
1112X11212X121X
1112X11212X12X2
1112X11212X2212
1112X11212X2222
1112X11212X22X2
1112X11212X22XX
1112X11212XX2XX
1112X11212XXX1X
1112X112221X222
1112X112X211212
1112X112X21121X
1112X112X212212
1112X112X212222
1112X112X21X22X
1112X112X21X22X
1112X112X21X2XX
1112X112X22121X
1112X112X22221X
1112X112X222222
1112X112X22X21X
1112X112X2X1212
1112X112X2X121X
1112X112X2X1222
1112X112X2X12X2
1112X112X2X2212
1112X2121211222
1112X21212112X2
1112X21212112XX
1112X2121211X2X
1112X212121X212
1112X2121221212
1112X2121221222
1112X212122221X
1112X2121222222
1112X212122X21X
1112X21212X121X
1112X21212X1222
1112X21212X122X
1112X21212X12X2
1112X21212X12XX
1112X21212X1X12
1112X21212X221X
1112X212221221X
1112X2122221212
1112X21222X12X2
1112X21222XX212
1112X212X21121X
1112X212X21X2XX
1112X212X22121X
1112X212X221222
1112X212X22221X
1112X212X222222
1112X212X22X21X
1112X212X2X1212
1112X212X2X121X
1112X212X2X1222
1112X212X2X122X
1112X212X2X1X2X
1112X212X2X2212
1112XX121211212
1112XX12121121X
1112XX121211222
1112XX1212112X2
1112XX1212112XX
1112XX12121X212
1112XX12122121X
1112XX12122X222
1112XX1212X1212
1112XX1212X121X
1112XX1212X1222
1112XX1212X12XX
1112XX1212X22X2
1112XX1212XX21X
1112XX12X211212
1112XX12X21X22X
1112XX12X21X22X
1112XX12X2X1212
1112XX12X2X121X
1112XX12X2X12X2
1112XX12X2XX212
112211121211212
112211121211222
11221112121221X
112211121221212
11221112122121X
112211121221222
112211121222212
1122111212X1222
1122111212XXXX2
11221112221X222
11221112X211212
11221112X2X22X2
112212121211212
112212121211222
112212121211222
112212121212222
11221212121222X
11221212121X212
112212121221212
11221212122121X
112212121221222
112212121221X22
1122121212XX2X2
112212122211212
11221212221122X
11221212221X212
112212122221X22
11221212222XXX2
11221212X211X22
11221212X212212
11221212X21221X
11221212X2X1X22
11221X121211212
11221X121221212
11221X12122121X
11221X1222X2X1X
11221X12X211X22
11221X12X2122XX
11221X12X2X1X22
112221121211212
112221121211222
11222112121122X
112221121212222
11222112121222X
11222112121X222
112221121221212
112221121221222
11222112122122X
1122211212X1212
1122211212X1222
1122211212X122X
1122211212X12X2
1122211212X12XX
1122211212X221X
1122211212XX222
1122211212XX2XX
1122211212XXXXX
11222112221222X
11222112221X222
11222112221X2X2
11222112221XX22
11222112221XXX2
11222112222122X
112221122222222
1122211222XX222
1122211222XX2X2
1122211222XXX22
1122211222XXXX2
11222112X211212
11222112X212222
11222112X212X22
11222112X21X222
11222112X22122X
11222112X22X222
11222112X2X1222
11222112X2X2212
11222112X2X222X
112222121211222
1122221212112X2
112222121212212
11222212121222X
11222212121X212
112222121221212
112222121221222
112222121222222
11222212122222X
1122221212X1212
112222122211212
112222122211222
112222122212222
11222212221222X
11222212221X222
112222122221212
112222122221222
112222122222212
112222122222222
11222212222222X
11222212222X222
11222212222X22X
1122221222XX2X2
11222212X211212
11222212X211222
11222212X212222
11222212X21222X
11222212X212X2X
11222212X21X2X2
11222212X221212
11222212X221222
11222212X22222X
11222212X2X1X12
11222212X2X2X2X
11222X121211212
11222X1212112X2
11222X121212222
11222X12121222X
11222X121221212
11222X12122X222
11222X12122X22X
11222X1212X12X2
11222X12222X222
11222X1222XX2X2
11222X12X211212
11222X12X211222
11222X12X21222X
11222X12X2212X2
11222X12X22X222
11222X12X2X1212
11222X12X2X1222
11222X12X2X22X2
11222X12X2X22XX
1122X1121211212
1122X112121121X
1122X1121212X2X
1122X112122121X
1122X1121221222
1122X11212X1212
1122X11212X122X
1122X11212X2212
1122X11212X222X
1122X11222XX222
1122X11222XX2X2
1122X112X211212
1122X112X21122X
1122X112X2X2212
1122X112X2XX2X2
1122X212121121X
1122X212121221X
1122X2121212222
1122X2121212X1X
1122X212121X212
1122X212121X2X2
1122X2121221222
1122X21212X1212
1122X21212X12X2
1122X21212X1X12
1122X2122211212
1122X212221X212
1122X21222XX2X2
1122X212X21121X
1122X212X211X22
1122X212X21221X
1122X212X21222X
1122X212X212X1X
1122X212X21X2XX
1122X212X22222X
1122X212X2X1X22
1122XX121211X22
1122XX1212X12X2
1122XX1222XX2X2
1122XX1222XXX22
1122XX12X211X22
1122XX12X2X1X22
11X21112121121X
11X21112121221X
11X2111212122X2
11X2111212122XX
11X21112121XX1X
11X21112121XXXX
11X211121221222
11X211121221X22
11X2111212X1X12
11X2111212X22X2
11X2111212X22XX
11X2111212XX222
11X21112222221X
11X21112X211X12
11X21112X22122X
11X21112X2X12X2
11X212121211212
11X21212121121X
11X2121212112X2
11X2121212112XX
11X212121212222
11X2121212X1212
11X2121212X12X2
11X2121212X222X
11X2121212XX222
11X21212X21221X
11X21212X2X1212
11X21X121211212
11X21X12121122X
11X21X1212112X2
11X21X1212112XX
11X21X121211X2X
11X21X12121XX12
11X21X12121XX22
11X21X121221212
11X21X12122122X
11X21X121221X2X
11X21X1212X1212
11X21X12221XX12
11X21X12221XX22
11X21X12X21122X
11X21X12X211X2X
11X21X12X22122X
11X21X12X221X2X
11X21X12X2X122X
11X21X12X2X12XX
11X21X12X2X1XXX
11X22112121122X
11X2211212112X2
11X22112121222X
11X22112121X2X2
11X221121221212
11X22112122122X
11X221121222212
11X22112122X212
11X22112122X2XX
11X2211212X1212
11X2211212X122X
11X221122212212
11X221122212222
11X22112221X222
11X22112221XX22
11X22112222122X
11X2211222X122X
11X22112X211212
11X22112X21121X
11X22112X212222
11X22112X21222X
11X22112X21X21X
11X22112X21X222
11X22112X21XX22
11X22112X221212
11X22112X22121X
11X22112X22122X
11X22112X221X1X
11X22112X22221X
11X22112X22222X
11X22112X22X212
11X22112X22X222
11X22112X2X1222
11X22112X2X2222
11X22212121121X
11X222121211222
11X2221212112X2
11X222121212222
11X22212121222X
11X22212121X212
11X22212121X21X
11X22212121XX22
11X222121221212
11X22212122121X
11X222121221222
11X22212122122X
11X222121222X12
11X222121222XX2
11X22212122X2X2
11X22212122XX1X
11X2221212X1212
11X2221212X121X
11X2221212X121X
11X2221212X122X
11X2221212X12X2
11X2221212X12XX
11X2221212X1XXX
11X2221212XX21X
11X22212221121X
11X222122211222
11X22212221221X
11X222122212222
11X22212221222X
11X2221222122X2
11X22212222121X
11X222122222222
11X22212222222X
11X2221222X1222
11X22212X21121X
11X22212X21221X
11X22212X212222
11X22212X21222X
11X22212X21X212
11X22212X21X21X
11X22212X21X22X
11X22212X22121X
11X22212X22122X
11X22212X2212XX
11X22212X222212
11X22212X22221X
11X22212X222222
11X22212X22222X
11X22212X2222X2
11X22212X2222XX
11X22212X22X212
11X22212X22X222
11X22212X2X1222
11X22212X2X122X
11X22212X2X222X
11X22X121211212
11X22X1212112X2
11X22X121212X12
11X22X12121X212
11X22X12121X21X
11X22X12121XX12
11X22X12121XX22
11X22X121221212
11X22X12122X222
11X22X12122X22X
11X22X1212X12X2
11X22X1212X1X1X
11X22X12221XX12
11X22X12221XX22
11X22X1222XX212
11X22X12X211212
11X22X12X21121X
11X22X12X211222
11X22X12X21122X
11X22X12X212212
11X22X12X21X212
11X22X12X21X21X
11X22X12X21X222
11X22X12X221212
11X22X12X22X222
11X22X12X22XXX2
11X22X12X2X1212
11X22X12X2X1222
11X22X12X2X122X
11X22X12X2X221X
