code
111122111222112
111122111222212
111122112112222
11112211212X121
11112211X21X221
1111221X111XX12
1111221X2112212
1111221XX11X221
11112221122X112
11112221211X122
11112221X122X21
1111222X11122X1
1111222X21121X2
1111222X211X122
1111222XX11X122
1111222XX222221
11112X11X122X22
11112X1X2112XX2
11112X1XX11X1X2
11112X21122X112
11112X21211X122
11112X21X21XX12
11112X2X12122X1
11112X2X211X122
11112X2X212XX12
11112X2XX112112
1111X2111122111
1111X211X222X11
1111X21X122X1X2
1111X221X122122
1111X22X112X111
1111X22XX2122X1
1111XX1X111XXX2
1111XX1X112XX12
1111XX21111XXX2
1111XX211212X12
1111XX21221X121
1111XX21X12X222
111222111212212
111222111222111
111222111222212
11122211212X2X1
111222112212212
11122211X11XX21
11122211X21X111
1112221X2122122
1112221X212X1X2
1112221XX1122X1
111222211112221
11122221112X212
11122221112XX11
11122221121XXX1
11122221211X122
11122221212X212
111222212212122
11122221X11XX22
11122221X212122
1112222X111X1X1
1112222X211X122
1112222X221X111
1112222X222XX21
11122X11122X122
11122X112112122
11122X1121121X2
11122X11211XX21
11122X11X1121X2
11122X11X11X221
11122X11X11XXX2
11122X11X21X122
11122X1X121X112
11122X1X2112122
11122X1X21121X2
11122X1XX112122
11122X1XX1121X2
11122X211112121
11122X21112X222
11122X21211X122
11122X21222X111
11122X21222X121
11122X21222X1X1
11122X21X212XX1
11122X21X21X2X1
11122X2X1212222
11122X2X211X122
11122X2X2122X22
11122X2X222X111
11122X2X222X121
11122X2X222X1X1
11122X2XX122XX1
11122X2XX12X112
11122X2XX2121X2
11122X2XX21X121
1112X211111X122
1112X2112212X11
1112X211X11X1X2
1112X211X11X2X2
1112X211X2221X2
1112X211X222XX2
1112X21X1112X22
1112X21X2112XX1
1112X221112X212
1112X2212212122
1112X221X12X121
1112X221X212122
1112X221X21X121
1112X22X112XXX1
1112X22X2112221
1112X22XX112X21
1112XX111112121
1112XX1121122X1
1112XX11211XX22
1112XX11X21X211
1112XX1X111XX11
1112XX1X2212212
1112XX211222211
1112XX21X122212
1112XX21X12X222
1112XX2X1112X12
1112XX2X21221X1
1112XX2X2212212
1112XX2X222X122
111X2211112X112
111X2211212X1X2
111X221X111X1X2
111X221XX11X221
111X221XX212XX2
111X2221122X112
111X222XX122XX2
111X2X11112X221
111X2X11121X222
111X2X11X11X212
111X2X11X122XX1
111X2X11X222122
111X2X1X2112112
111X2X21121X112
111X2X211222X12
111X2X21122X112
111X2X21211XX21
111X2X21X21X221
111X2X2X1112X11
111XX21X112XXX2
111XX21XX21X121
111XX21XX21X221
111XX221X12X211
111XX221X212XX2
111XX22X121XX21
111XX22X12221X1
111XX22XX222111
111XXX111112121
111XXX11221X212
111XXX11222X112
111XXX11X112XX1
111XXX1X21121X2
111XXX1X211X122
112122111122122
112122111122211
112122112112121
11212211211X121
11212211X112121
11212211X11X121
1121221X12221X1
1121221X221X122
1121221X2222111
1121221XX11X2X1
11212221121X1X1
112122212112122
11212221211X212
11212221X11XX21
11212221X12X1X1
11212221X22X212
11212221X22X222
11212221X22XX12
11212221X22XX22
1121222X212X212
11212X112112121
11212X11211X121
11212X11X112121
11212X11X11X121
11212X11X222212
11212X1XX22XX11
11212X211112221
11212X21112X1X2
11212X21121XX22
11212X212112XX1
11212X21211X212
11212X2X212XXX1
11212X2XX112112
11212X2XX22XX12
1121X2112112112
1121X211221XXX2
1121X21XX2222X1
1121X2212112X12
1121X221221XXX2
1121X22X212X1X2
1121XX11111XX22
1121XX11112XX22
1121XX11X112122
1121XX11X21X222
1121XX1X2212XX2
1121XX1X2222212
1121XX21122X1X1
1121XX21221X112
1121XX21X21X2X1
1121XX2X1122121
1121XX2X2212212
1121XX2X2222222
1121XX2XX21XXX2
1121XX2XX22X121
1122221111222X2
112222112112121
112222112112XX1
11222211211X121
11222211211X1X1
11222211211X211
11222211212XX12
11222211X112121
11222211X11X121
1122221X2112111
1122221X211X122
1122221X222XX22
1122221XX11XX21
11222221111X121
11222221111XX11
11222221121X122
11222221211X1X1
11222221211XXX2
112222212122122
11222221X21X122
1122222X11221X2
1122222X112XX22
1122222XX112X12
11222X111112212
11222X1111221X2
11222X11122X111
11222X112112121
11222X112112122
11222X11211X121
11222X11211X1X2
11222X11221XXX2
11222X112222X12
11222X11222XX21
11222X11X112121
11222X11X1121X2
11222X11X11X121
11222X11X11X1X2
11222X11X11X2X1
11222X11X12X122
11222X11X212122
11222X1X122X111
11222X1X2112122
11222X1X21121X2
11222X1XX112122
11222X1XX1121X2
11222X1XX11X1X2
11222X211122X12
11222X21121XXX1
11222X21121XXX2
11222X21211X122
11222X21211X212
11222X2121222X1
11222X21X21XXX1
11222X21X21XXX2
11222X21X22X1X1
11222X2X111X1X1
11222X2X211X212
11222X2X211XX11
11222X2XX122XX1
11222X2XX2222X1
1122X211111X211
1122X211122XX12
1122X2112212222
1122X2112222112
1122X211X12X211
1122X211X222211
1122X21X1222121
1122X21X1222221
1122X21XX11X1X2
1122X21XX11XXX2
1122X21XX122XX2
1122X221111X222
1122X2211222X11
1122X221212X122
1122X22X2122X22
1122X22X221X2X2
1122X22XX11X2X1
1122XX11221XXX2
1122XX1XX11X1X2
1122XX1XX11X2X2
1122XX1XX22X122
1122XX211122111
1122XX21121XXX1
1122XX21121XXX2
1122XX21211X121
1122XX21212X1X2
1122XX212212221
1122XX21X11X222
1122XX21X21XXX1
1122XX21X21XXX2
1122XX2X1122222
1122XX2X2122212
1122XX2X2212212
1122XX2X2212222
1122XX2X222X212
112X2211211X2X1
112X2221121XX12
112X22212112122
112X22212212X22
112X2221222XX12
112X222X2122112
112X222XX112111
112X2X11X12XXX2
112X2X1X222X222
112X2X1XX212112
112X2X211122221
112X2X21121XXX1
112X2X21121XXX2
112X2X211222221
112X2X21X11X1X1
112X2X21X11X2X2
112X2X21X21XXX1
112X2X21X21XXX2
112X2X2X2212212
112X2X2XX12X1X2
112XX2111112X11
112XX211111XXX2
112XX211211X222
112XX211X22X111
112XX22112221X2
112XX221211X1X1
112XX221221XXX2
112XX221X112X22
112XX22X211X112
112XXX1X21121X2
112XXX21121XXX1
112XXX21121XXX2
112XXX21212X121
112XXX21212X222
112XXX21X21XXX1
112XXX21X21XXX2
112XXX2XX2221X2
11X12211111XXX2
11X122112112121
11X12211211X121
11X12211212X121
11X12211X112121
11X12211X11X121
11X1221X111XX12
11X1221X121XXX1
11X1221X221X111
11X12221211X122
11X12221212XX21
11X12221X22X212
11X12221X22X222
11X12221X22XX12
11X12221X22XX22
11X1222X1222122
11X1222X211X122
